updatetime,vdid,linkid,laneid,lanetype,speed,occupancy,vehicletype,volume,speed2,status,datacollecttime
2022-01-26 00:44:00,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,0,1,-99.0,-99.00000,M,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,0,1,-99.0,-99.00000,S,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,0,1,-99.0,-99.00000,L,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,0,1,-99.0,-99.00000,T,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,1,1,-99.0,-99.00000,M,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,1,1,-99.0,-99.00000,S,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,1,1,-99.0,-99.00000,L,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900017023U,1,1,-99.0,-99.00000,T,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,0,1,-99.0,-99.00000,M,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,0,1,-99.0,-99.00000,S,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,0,1,-99.0,-99.00000,L,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,0,1,-99.0,-99.00000,T,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,1,1,-99.0,-99.00000,M,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,1,1,-99.0,-99.00000,S,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,1,1,-99.0,-99.00000,L,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-170-01,3000900117023U,1,1,-99.0,-99.00000,T,-99,-99.0,1,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,0,1,0.0,0.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,0,1,0.0,0.00000,S,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,0,1,0.0,0.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,0,1,0.0,0.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,1,1,0.0,0.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,1,1,0.0,0.00000,S,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,1,1,0.0,0.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900117598U,1,1,0.0,0.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,0,1,80.0,1.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,0,1,80.0,1.00000,S,2,80.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,0,1,80.0,1.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,0,1,80.0,1.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,1,1,62.0,1.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,1,1,62.0,1.00000,S,1,62.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,1,1,62.0,1.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-175-01,3000900017597U,1,1,62.0,1.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900117886U,0,1,78.0,1.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900117886U,0,1,78.0,1.00000,S,2,78.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900117886U,0,1,78.0,1.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900117886U,0,1,78.0,1.00000,T,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,M,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,S,1,78.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,L,0,0.0,0,2022-01-26 00:43:00
2022-01-26 00:44:00,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,T,0,0.0,0,2022-01-26 00:43:00
