time,temperature,humidity,quality_Potted,quality_Reservoir,luminance,CO2,Potted,Reservoir
2021-12-01 00:00:25,18.2,93,185,258,78.12,172,16.25,17.31
2021-12-01 00:10:26,18.2,93,187,258,77.15,171,16.19,17.31
2021-12-01 00:20:25,18.2,93,187,258,78.12,175,16.12,17.25
2021-12-01 00:30:26,18.1,93,187,258,78.12,172,16.06,17.25
2021-12-01 00:40:25,18,93,187,258,78.12,170,16.06,17.25
2021-12-01 00:50:26,18.1,93,187,258,78.12,174,16,17.19
2021-12-01 01:00:27,18,93,185,258,80.08,170,16,17.19
2021-12-01 01:10:26,17.9,92,185,258,78.12,178,15.94,17.19
2021-12-01 01:20:26,17.9,92,185,258,78.12,176,15.88,17.12
2021-12-01 01:30:25,17.9,92,187,258,78.12,179,15.81,17.12
2021-12-01 01:40:26,17.8,92,185,258,78.12,177,15.81,17.06
2021-12-01 01:50:25,17.8,92,183,258,78.12,175,15.75,17.06
2021-12-01 02:00:26,17.8,92,183,258,78.12,180,15.69,17.06
2021-12-01 02:10:25,17.8,92,183,258,79.1,176,15.63,17
2021-12-01 02:20:26,17.7,92,185,258,81.05,176,15.56,17
2021-12-01 02:30:27,17.7,92,183,258,78.12,177,15.56,16.94
2021-12-01 02:40:26,17.6,92,181,258,78.12,177,15.5,16.94
2021-12-01 02:50:26,17.6,92,183,258,79.1,179,15.5,16.94
2021-12-01 03:00:25,17.6,92,183,258,78.12,179,15.44,16.87
2021-12-01 03:10:26,17.6,92,185,258,80.08,176,15.44,16.87
2021-12-01 03:20:25,17.5,92,185,256,79.1,174,15.38,16.81
2021-12-01 03:30:26,17.6,92,183,258,78.12,176,15.44,16.81
2021-12-01 03:40:27,17.6,92,183,258,78.12,177,15.44,16.81
2021-12-01 03:50:26,17.6,92,183,258,79.1,178,15.44,16.81
2021-12-01 04:00:26,17.7,92,183,258,79.1,176,15.44,16.75
2021-12-01 04:10:25,17.8,92,185,258,79.1,177,15.5,16.75
2021-12-01 04:20:26,17.8,92,185,258,79.1,177,15.5,16.75
2021-12-01 04:30:25,17.9,92,185,258,79.1,173,15.56,16.75
2021-12-01 04:40:26,17.9,92,187,258,78.12,173,15.63,16.75
2021-12-01 04:50:25,17.9,92,185,258,79.1,173,15.63,16.75
2021-12-01 05:00:26,17.9,92,185,258,77.15,173,15.69,16.75
2021-12-01 05:10:27,17.8,92,187,258,78.12,174,15.69,16.75
2021-12-01 05:20:26,17.9,92,185,260,78.12,176,15.75,16.75
2021-12-01 05:30:26,17.9,92,185,258,78.12,176,15.75,16.75
2021-12-01 05:40:25,17.8,92,187,258,78.12,175,15.75,16.75
2021-12-01 05:50:26,17.9,92,185,258,80.08,174,15.81,16.75
2021-12-01 06:00:25,17.9,92,187,260,77.15,176,15.81,16.75
2021-12-01 06:10:26,17.9,92,187,260,77.15,172,15.81,16.75
2021-12-01 06:20:25,17.9,92,187,260,77.15,171,15.88,16.75
2021-12-01 06:30:26,17.9,92,187,258,77.15,173,15.88,16.75
2021-12-01 06:40:27,17.9,92,187,260,77.15,173,15.88,16.75
2021-12-01 06:50:26,17.9,92,187,260,77.15,174,15.88,16.75
2021-12-01 07:00:26,17.9,92,187,260,77.15,174,15.88,16.75
2021-12-01 07:10:25,17.9,92,185,260,81.05,180,15.88,16.75
2021-12-01 07:20:26,17.9,92,187,260,77.15,180,15.94,16.75
2021-12-01 07:30:25,17.8,92,187,260,77.15,171,15.88,16.69
2021-12-01 07:40:26,17.9,92,187,260,78.12,169,15.94,16.75
2021-12-01 07:50:25,17.9,92,187,260,76.17,169,15.88,16.75
2021-12-01 08:00:26,17.7,92,185,260,77.15,172,15.81,16.69
2021-12-01 08:10:27,17.5,92,185,261,78.12,172,15.69,16.69
2021-12-01 08:20:26,17.5,92,187,260,80.08,172,15.63,16.69
2021-12-01 08:30:26,17.4,92,185,260,79.1,176,15.56,16.62
2021-12-01 08:40:25,17.4,92,185,260,80.08,176,15.44,16.62
2021-12-01 08:50:26,17.3,92,185,260,82.03,177,15.38,16.56
2021-12-01 09:00:25,17.3,92,183,260,83.01,179,15.38,16.56
2021-12-01 09:10:26,17.3,92,183,260,83.01,188,15.31,16.56
2021-12-01 09:20:25,17.3,92,183,260,82.03,189,15.25,16.5
2021-12-01 09:30:26,17.3,92,183,260,80.08,187,15.25,16.5
2021-12-01 09:40:27,17.2,92,183,258,82.03,190,15.19,16.44
2021-12-01 09:50:25,17.2,92,183,260,80.08,190,15.13,16.44
2021-12-01 10:00:26,17.2,92,183,258,80.08,187,15.13,16.44
2021-12-01 10:10:25,17.3,92,181,260,80.08,188,15.06,16.44
2021-12-01 10:20:26,17.3,92,180,260,80.08,187,15.06,16.37
2021-12-01 10:30:25,17.2,92,183,260,79.1,187,15.06,16.37
2021-12-01 10:40:26,17.3,92,183,258,81.05,184,15.06,16.37
2021-12-01 10:50:27,17.2,92,181,260,80.08,182,15,16.31
2021-12-01 11:00:26,17.2,92,181,260,80.08,185,15,16.31
2021-12-01 11:10:26,17.2,92,181,260,79.1,183,15,16.31
2021-12-01 11:20:25,17.2,92,181,258,79.1,184,15,16.31
2021-12-01 11:30:26,17.3,92,183,260,79.1,196,15,16.25
2021-12-01 11:40:25,17.3,92,183,260,80.08,190,14.94,16.25
2021-12-01 11:50:26,17.3,92,183,260,81.05,182,14.94,16.25
2021-12-01 12:00:27,17.3,92,181,260,121.09,180,14.94,16.25
2021-12-01 12:10:26,17.3,92,181,260,118.16,183,14.94,16.25
2021-12-01 12:20:26,17.6,92,180,260,113.28,188,14.88,16.25
2021-12-01 12:30:25,17.9,92,181,258,117.19,191,14.88,16.19
2021-12-01 12:40:26,18,93,181,258,117.19,193,14.88,16.19
2021-12-01 12:50:25,18,93,181,258,108.4,189,14.94,16.19
2021-12-01 13:00:26,18.1,93,181,260,112.3,191,15,16.25
2021-12-01 13:10:27,18.2,93,181,258,107.42,190,15.06,16.25
2021-12-01 13:20:26,18.5,93,188,253,120.12,174,15.13,16.25
2021-12-01 13:30:26,19.1,93,181,261,103.52,180,15.25,16.25
2021-12-01 13:40:25,19,93,181,261,104.49,171,15.44,16.31
2021-12-01 13:50:26,19.1,93,181,261,106.45,167,15.63,16.31
2021-12-01 14:00:25,18.9,93,181,261,106.45,167,15.75,16.31
2021-12-01 14:10:26,18.9,93,181,261,106.45,169,15.81,16.37
2021-12-01 14:20:25,18.8,93,183,261,107.42,168,15.88,16.37
2021-12-01 14:30:26,18.8,93,183,261,108.4,165,15.94,16.37
2021-12-01 14:40:25,18.8,93,183,263,108.4,167,15.94,16.44
2021-12-01 14:50:26,18.9,93,183,263,89.84,166,15.94,16.44
2021-12-01 15:00:25,19.3,93,183,261,65.43,166,16.06,16.44
2021-12-01 15:10:26,19,93,183,263,65.43,160,16.06,16.44
2021-12-01 15:20:25,18.8,93,183,265,63.48,164,16.06,16.44
2021-12-01 15:30:26,18.8,93,183,265,64.45,164,16.06,16.5
2021-12-01 15:40:25,18.8,93,183,265,64.45,169,16.06,16.5
2021-12-01 15:50:26,18.8,93,183,263,64.45,164,16.06,16.5
2021-12-01 16:00:25,18.6,93,183,265,65.43,163,16.06,16.5
2021-12-01 16:10:26,18.6,93,183,265,64.45,167,16,16.5
2021-12-01 16:20:25,18.7,93,183,265,65.43,163,16.06,16.5
2021-12-01 16:30:26,18.6,93,181,265,64.45,164,16.06,16.5
2021-12-01 16:40:25,18.6,93,183,263,65.43,163,16,16.5
2021-12-01 16:50:26,18.5,93,183,265,65.43,163,16,16.5
2021-12-01 17:00:25,18.5,93,181,265,66.41,164,16,16.5
2021-12-01 17:10:26,18.6,93,183,265,65.43,165,16,16.5
2021-12-01 17:20:25,18.5,93,183,265,66.41,166,16,16.5
2021-12-01 17:30:26,18.6,93,183,265,65.43,163,16,16.5
2021-12-01 17:40:25,18.5,93,181,265,66.41,164,15.94,16.5
2021-12-01 17:50:26,18.2,93,185,265,66.41,162,16,16.5
2021-12-01 18:00:25,18,93,181,265,68.36,166,16,16.5
2021-12-01 18:10:26,18,93,183,265,71.29,171,16,16.5
2021-12-01 18:20:25,17.9,92,181,266,75.2,172,16.06,16.5
2021-12-01 18:30:26,17.9,92,183,266,84.96,182,16,16.5
2021-12-01 18:40:25,17.9,92,183,266,93.75,188,16.06,16.5
2021-12-01 18:50:26,17.8,92,183,266,87.89,183,16.06,16.5
2021-12-01 19:00:25,17.8,92,183,266,84.96,180,16.06,16.5
2021-12-01 19:10:26,17.8,92,185,266,85.94,180,16,16.5
2021-12-01 19:20:25,17.8,92,185,266,85.94,182,16,16.5
2021-12-01 19:30:26,17.8,92,185,266,85.94,185,16,16.44
2021-12-01 19:40:25,17.8,92,183,266,85.94,186,16,16.44
2021-12-01 19:50:26,17.8,92,183,266,85.94,183,16,16.44
2021-12-01 20:00:25,17.8,92,183,266,87.89,184,16,16.44
2021-12-01 20:10:26,17.7,92,183,266,97.66,192,16,16.44
2021-12-01 20:20:25,17.6,92,183,268,93.75,188,15.94,16.44
2021-12-01 20:30:26,17.6,92,183,266,83.98,186,15.94,16.44
2021-12-01 20:40:25,17.7,92,183,266,85.94,188,15.94,16.44
2021-12-01 20:50:26,17.7,92,183,266,87.89,187,15.94,16.37
2021-12-01 21:00:25,17.6,92,183,268,83.01,185,15.94,16.37
2021-12-01 21:10:26,17.6,92,183,266,84.96,183,15.94,16.37
2021-12-01 21:20:25,17.6,92,183,266,85.94,184,15.94,16.37
2021-12-01 21:30:26,17.7,92,183,266,89.84,193,15.94,16.37
2021-12-01 21:40:25,17.6,92,183,266,83.98,185,15.88,16.37
2021-12-01 21:50:26,17.6,92,183,266,83.98,181,15.88,16.37
2021-12-01 22:00:26,17.6,92,183,266,84.96,183,15.88,16.37
2021-12-01 22:10:26,17.6,92,183,266,83.98,182,15.88,16.37
2021-12-01 22:20:26,17.6,92,185,266,84.96,181,15.88,16.37
2021-12-01 22:30:26,17.6,92,183,268,84.96,181,15.88,16.31
2021-12-01 22:40:26,17.6,92,183,266,85.94,181,15.88,16.31
2021-12-01 22:50:26,17.5,92,181,268,99.61,194,15.88,16.31
2021-12-01 23:00:26,17.5,92,181,266,98.63,197,15.81,16.31
2021-12-01 23:10:26,17.5,92,183,266,103.52,204,15.81,16.31
2021-12-01 23:20:26,17.5,92,183,266,101.56,198,15.75,16.25
2021-12-01 23:30:26,17.5,92,181,266,87.89,185,15.75,16.25
2021-12-01 23:40:26,17.5,92,181,268,108.4,201,15.75,16.25
2021-12-01 23:50:26,17.5,92,183,266,62.5,165,15.69,16.25
2021-12-02 00:00:25,17.5,92,181,266,65.43,160,15.69,16.25
2021-12-02 00:10:26,17.5,92,181,266,65.43,162,15.63,16.25
2021-12-02 00:20:25,17.5,92,183,266,66.41,160,15.63,16.19
2021-12-02 00:30:26,17.5,92,183,266,65.43,159,15.56,16.19
2021-12-02 00:40:25,17.4,92,181,266,64.45,170,15.56,16.19
2021-12-02 00:50:26,17.4,92,181,266,65.43,159,15.56,16.19
2021-12-02 01:00:25,17.5,92,181,266,66.41,157,15.5,16.19
2021-12-02 01:10:26,17.4,92,181,266,66.41,156,15.5,16.19
2021-12-02 01:20:25,17.5,92,181,266,66.41,156,15.5,16.12
2021-12-02 01:30:26,17.3,92,181,266,66.41,158,15.5,16.12
2021-12-02 01:40:25,17.3,92,181,266,66.41,166,15.44,16.12
2021-12-02 01:50:26,17.4,92,181,266,66.41,157,15.44,16.12
2021-12-02 02:00:25,17.3,92,181,266,66.41,159,15.44,16.06
2021-12-02 02:10:26,17.3,92,181,266,68.36,154,15.44,16.06
2021-12-02 02:20:25,17.3,92,180,266,67.38,166,15.44,16.06
2021-12-02 02:30:26,17.3,92,181,266,66.41,161,15.38,16.06
2021-12-02 02:40:27,17.3,92,181,266,67.38,158,15.38,16.06
2021-12-02 02:50:26,17.3,92,181,266,67.38,157,15.38,16.06
2021-12-02 03:00:27,17.3,92,181,266,67.38,156,15.38,16.06
2021-12-02 03:10:26,17.3,92,180,266,66.41,154,15.38,16
2021-12-02 03:20:27,17.3,92,181,266,67.38,153,15.38,16
2021-12-02 03:30:26,17.3,92,181,266,69.34,153,15.38,16
2021-12-02 03:40:27,17.2,92,180,266,68.36,154,15.31,16
2021-12-02 03:50:26,17.2,92,181,266,67.38,155,15.31,16
2021-12-02 04:00:26,17.2,92,181,266,68.36,154,15.31,16
2021-12-02 04:10:25,17.2,92,180,268,68.36,155,15.25,15.94
2021-12-02 04:20:26,17.2,92,180,266,68.36,166,15.25,15.94
2021-12-02 04:30:25,17.2,92,181,266,69.34,159,15.25,15.94
2021-12-02 04:40:26,17.2,92,180,266,67.38,156,15.25,15.94
2021-12-02 04:50:25,17.2,92,180,266,68.36,155,15.25,15.94
2021-12-02 05:00:26,17.2,92,181,266,69.34,155,15.25,15.88
2021-12-02 05:10:25,17.2,92,180,266,68.36,154,15.25,15.94
2021-12-02 05:20:26,17.2,92,181,266,69.34,154,15.19,15.88
2021-12-02 05:30:25,17.1,92,180,266,68.36,156,15.19,15.88
2021-12-02 05:40:26,17.2,92,180,266,68.36,157,15.19,15.88
2021-12-02 05:50:25,17.2,92,181,266,69.34,158,15.19,15.88
2021-12-02 06:00:26,17.2,92,181,266,69.34,157,15.19,15.88
2021-12-02 06:10:25,17.2,92,181,266,69.34,159,15.19,15.88
2021-12-02 06:20:26,17.2,92,180,266,69.34,162,15.19,15.88
2021-12-02 06:30:25,17.1,92,180,266,70.31,157,15.19,15.88
2021-12-02 06:40:26,17,92,180,266,70.31,155,15.19,15.81
2021-12-02 06:50:27,17.1,92,181,266,70.31,154,15.19,15.81
2021-12-02 07:00:26,17.1,92,181,266,69.34,154,15.19,15.81
2021-12-02 07:10:27,17.1,92,180,266,70.31,154,15.19,15.81
2021-12-02 07:20:26,17.1,92,181,266,70.31,156,15.13,15.81
2021-12-02 07:30:27,17.1,92,181,266,71.29,157,15.19,15.81
2021-12-02 07:40:26,17.2,92,181,268,71.29,164,15.19,15.81
2021-12-02 07:50:27,17.2,92,181,266,70.31,158,15.19,15.81
2021-12-02 08:00:26,17.6,92,181,266,71.29,159,15.13,15.81
2021-12-02 08:10:26,17.6,92,181,266,71.29,158,15.06,15.81
2021-12-02 08:20:25,17.6,92,180,268,72.27,161,15,15.81
2021-12-02 08:30:26,17.6,92,180,266,72.27,161,15,15.81
2021-12-02 08:40:25,17.7,92,181,265,72.27,163,15,15.81
2021-12-02 08:50:26,17.6,92,180,266,72.27,165,15,15.81
2021-12-02 09:00:25,17.7,92,180,266,73.24,159,15,15.75
2021-12-02 09:10:26,17.8,92,181,266,74.22,159,15,15.81
2021-12-02 09:20:25,17.8,92,180,265,73.24,158,15,15.81
2021-12-02 09:30:26,17.8,92,180,265,73.24,159,15,15.81
2021-12-02 09:40:25,17.8,92,181,265,117.19,158,15,15.81
2021-12-02 09:50:26,17.9,93,180,265,119.14,159,15.06,15.81
2021-12-02 10:00:25,18.2,93,181,265,120.12,159,15.13,15.81
2021-12-02 10:10:26,18.2,93,181,265,116.21,161,15.13,15.81
2021-12-02 10:20:25,18.2,93,181,265,118.16,161,15.19,15.88
2021-12-02 10:30:26,18.3,93,181,265,122.07,160,15.25,15.88
2021-12-02 10:40:27,18.3,93,183,265,122.07,161,15.25,15.88
2021-12-02 10:50:26,18.4,93,183,265,122.07,162,15.31,15.88
2021-12-02 11:00:27,18.3,93,183,266,123.05,162,15.38,15.94
2021-12-02 11:10:26,18.5,93,183,265,123.05,162,15.38,15.94
2021-12-02 11:20:27,18.4,93,183,265,122.07,164,15.44,15.94
2021-12-02 11:30:26,18.5,93,183,266,119.14,164,15.5,15.94
2021-12-02 11:40:27,18.6,93,183,265,122.07,165,15.5,16
2021-12-02 11:50:26,18.8,93,183,265,122.07,167,15.56,16
2021-12-02 12:00:27,18.8,93,183,265,101.56,170,15.63,16
2021-12-02 12:10:26,18.9,93,183,266,125,175,15.75,16.06
2021-12-02 12:20:27,19.1,93,183,266,125.98,178,15.88,16.06
2021-12-02 12:30:26,19.2,93,183,265,127.93,188,15.94,16.12
2021-12-02 12:40:27,19.3,93,185,266,90.82,174,16.06,16.12
2021-12-02 12:50:00,19.4,93,186,266,95.22,169,16.14,16.18
2021-12-02 13:00:00,19.4,93,186,266,99.61,164,16.21,16.25
2021-12-02 13:10:00,19.4,93,186,265,104.0,159,16.29,16.31
2021-12-02 13:20:25,19.5,93,187,265,108.4,154,16.37,16.37
2021-12-02 13:30:26,19.5,93,185,265,108.4,153,16.44,16.37
2021-12-02 13:40:27,19.6,93,192,263,98.63,181,16.5,16.44
2021-12-02 13:50:26,19.4,93,193,263,110.35,190,16.5,16.44
2021-12-02 14:00:27,19.2,93,193,265,63.48,184,16.5,16.5
2021-12-02 14:10:26,19.2,93,195,265,115.23,184,16.5,16.5
2021-12-02 14:20:27,19.2,93,193,265,115.23,182,16.5,16.5
2021-12-02 14:30:26,19.1,93,193,265,113.28,180,16.5,16.5
2021-12-02 14:40:27,19.1,93,193,265,112.3,190,16.5,16.5
2021-12-02 14:50:26,19.1,93,192,265,113.28,177,16.44,16.56
2021-12-02 15:00:27,19.1,93,193,265,112.3,175,16.44,16.56
2021-12-02 15:10:26,19,93,193,265,63.48,174,16.44,16.56
2021-12-02 15:20:27,18.9,93,193,265,64.45,172,16.44,16.56
2021-12-02 15:30:26,18.9,93,193,265,64.45,175,16.37,16.56
2021-12-02 15:40:27,18.8,93,193,266,63.48,177,16.31,16.56
2021-12-02 15:50:26,18.8,93,192,266,64.45,179,16.31,16.56
2021-12-02 16:00:27,18.6,93,192,268,64.45,174,16.25,16.56
2021-12-02 16:10:26,18.6,93,192,266,63.48,173,16.19,16.56
2021-12-02 16:20:27,18.6,93,192,265,63.48,174,16.19,16.56
2021-12-02 16:30:26,18.6,93,192,266,64.45,175,16.12,16.56
2021-12-02 16:40:27,18.6,93,192,266,64.45,172,16.12,16.56
2021-12-02 16:50:26,18.5,93,192,266,62.5,170,16.06,16.56
2021-12-02 17:00:27,18.5,93,192,266,63.48,171,16.06,16.56
2021-12-02 17:10:26,18.5,93,192,266,62.5,179,16.06,16.56
2021-12-02 17:20:27,18.5,93,190,266,62.5,176,16.06,16.5
2021-12-02 17:30:26,18.5,93,192,266,62.5,174,16,16.5
2021-12-02 17:40:27,18.4,93,192,266,63.48,173,16,16.5
2021-12-02 17:50:26,18.1,93,192,266,63.48,172,16,16.5
2021-12-02 18:00:26,17.9,92,192,266,62.5,174,16,16.5
2021-12-02 18:10:26,17.9,92,190,266,62.5,168,16,16.5
2021-12-02 18:20:26,17.8,92,193,266,63.48,169,16,16.5
2021-12-02 18:30:25,17.8,92,192,266,64.45,182,16,16.44
2021-12-02 18:40:26,17.8,92,192,266,65.43,177,16,16.44
2021-12-02 18:50:25,17.8,92,193,266,64.45,177,15.94,16.44
2021-12-02 19:00:26,17.8,92,192,266,64.45,176,15.94,16.44
2021-12-02 19:10:25,17.7,92,192,266,64.45,177,15.94,16.44
2021-12-02 19:20:26,17.6,92,193,268,66.41,175,15.88,16.37
2021-12-02 19:30:25,17.7,92,192,266,64.45,174,15.88,16.37
2021-12-02 19:40:26,17.6,92,192,266,65.43,170,15.88,16.37
2021-12-02 19:50:25,17.6,92,192,266,64.45,172,15.81,16.37
2021-12-02 20:00:26,17.6,92,192,268,64.45,172,15.81,16.37
2021-12-02 20:10:25,17.6,92,192,266,65.43,171,15.81,16.37
2021-12-02 20:20:26,17.6,92,192,266,64.45,171,15.81,16.31
2021-12-02 20:30:25,17.6,92,192,266,64.45,172,15.81,16.31
2021-12-02 20:40:26,17.6,92,192,266,65.43,173,15.81,16.31
2021-12-02 20:50:25,17.6,92,192,266,65.43,169,15.75,16.31
2021-12-02 21:00:26,17.5,92,192,266,65.43,168,15.75,16.31
2021-12-02 21:10:25,17.5,92,192,266,65.43,168,15.75,16.25
2021-12-02 21:20:26,17.5,92,190,266,65.43,167,15.75,16.25
2021-12-02 21:30:27,17.5,92,192,266,65.43,167,15.69,16.25
2021-12-02 21:40:26,17.5,92,192,266,65.43,166,15.69,16.25
2021-12-02 21:50:27,17.4,92,192,266,65.43,167,15.63,16.25
2021-12-02 22:00:26,17.4,92,192,266,65.43,168,15.63,16.19
2021-12-02 22:10:27,17.3,92,190,266,66.41,167,15.56,16.19
2021-12-02 22:20:26,17.3,92,190,268,66.41,165,15.56,16.19
2021-12-02 22:30:27,17.3,92,192,266,65.43,165,15.56,16.19
2021-12-02 22:40:26,17.3,92,192,266,65.43,165,15.5,16.12
2021-12-02 22:50:26,17.3,92,192,266,65.43,165,15.5,16.12
2021-12-02 23:00:26,17.3,92,190,266,66.41,164,15.5,16.12
2021-12-02 23:10:26,17.3,92,190,266,65.43,165,15.5,16.12
2021-12-02 23:20:25,17.3,92,190,266,65.43,164,15.5,16.12
2021-12-02 23:30:26,17.3,92,190,266,65.43,166,15.44,16.06
2021-12-02 23:40:25,17.3,92,190,266,66.41,165,15.44,16.06
2021-12-02 23:50:26,17.2,92,192,266,66.41,164,15.44,16.06
2021-12-03 00:00:25,17.3,92,190,266,65.43,167,15.44,16.06
2021-12-03 00:10:26,17.3,92,188,268,66.41,168,15.44,16.06
2021-12-03 00:20:25,17.3,92,188,266,66.41,169,15.44,16.06
2021-12-03 00:30:26,17.3,92,190,268,65.43,170,15.44,16.06
2021-12-03 00:40:25,17.3,92,190,266,65.43,173,15.44,16.06
2021-12-03 00:50:26,17.3,92,190,268,66.41,172,15.44,16.06
2021-12-03 01:00:25,17.3,92,190,266,65.43,172,15.44,16
2021-12-03 01:10:26,17.3,92,190,266,65.43,175,15.44,16
2021-12-03 01:20:27,17.3,92,192,266,66.41,169,15.44,16
2021-12-03 01:30:26,17.3,92,192,266,66.41,171,15.44,16
2021-12-03 01:40:27,17.3,92,190,268,65.43,172,15.44,16
2021-12-03 01:50:26,17.3,92,190,266,65.43,170,15.44,16
2021-12-03 02:00:27,17.3,92,190,266,65.43,167,15.44,16
2021-12-03 02:10:26,17.3,92,190,266,66.41,168,15.44,16
2021-12-03 02:20:26,17.3,92,192,266,65.43,167,15.44,16
2021-12-03 02:30:26,17.3,92,190,268,65.43,167,15.44,15.94
2021-12-03 02:40:26,17.2,92,190,268,66.41,167,15.44,15.94
2021-12-03 02:50:25,17.3,92,190,268,66.41,167,15.44,15.94
2021-12-03 03:00:26,17.2,92,192,266,66.41,167,15.44,15.94
2021-12-03 03:10:25,17.2,92,190,266,65.43,167,15.44,15.94
2021-12-03 03:20:26,17.2,92,190,268,66.41,165,15.44,15.94
2021-12-03 03:30:25,17.3,92,190,268,66.41,166,15.44,15.94
2021-12-03 03:40:26,17.2,92,190,266,65.43,166,15.44,15.94
2021-12-03 03:50:25,17.2,92,190,266,65.43,167,15.38,15.94
2021-12-03 04:00:26,17.2,92,190,266,65.43,166,15.38,15.94
2021-12-03 04:10:25,17.2,92,192,266,65.43,166,15.38,15.94
2021-12-03 04:20:26,17.2,92,190,268,65.43,166,15.38,15.88
2021-12-03 04:30:25,17.2,92,190,266,66.41,162,15.38,15.88
2021-12-03 04:40:26,17.2,92,190,266,67.38,165,15.38,15.88
2021-12-03 04:50:27,17.1,92,192,268,65.43,166,15.38,15.88
2021-12-03 05:00:26,17.2,92,190,268,66.41,165,15.38,15.88
2021-12-03 05:10:27,17.2,92,190,268,66.41,165,15.38,15.88
2021-12-03 05:20:26,17.2,92,188,268,66.41,165,15.38,15.88
2021-12-03 05:30:27,17.2,92,188,268,66.41,164,15.38,15.88
2021-12-03 05:40:26,17.1,92,188,270,65.43,166,15.38,15.88
2021-12-03 05:50:27,17,92,188,270,65.43,167,15.31,15.88
2021-12-03 06:00:26,17,92,188,268,65.43,168,15.31,15.81
2021-12-03 06:10:26,17,92,188,268,66.41,167,15.31,15.81
2021-12-03 06:20:25,17.1,92,188,268,67.38,168,15.31,15.81
2021-12-03 06:30:26,17,92,188,268,66.41,168,15.31,15.81
2021-12-03 06:40:25,17,92,190,268,66.41,169,15.31,15.81
2021-12-03 06:50:26,17,92,188,270,66.41,168,15.25,15.81
2021-12-03 07:00:25,17,92,188,270,66.41,169,15.25,15.81
2021-12-03 07:10:26,17,92,188,268,66.41,171,15.25,15.81
2021-12-03 07:20:25,17,92,188,268,66.41,176,15.25,15.81
2021-12-03 07:30:26,17,92,190,268,66.41,173,15.25,15.81
2021-12-03 07:40:25,17,92,190,270,66.41,173,15.25,15.75
2021-12-03 07:50:26,17.2,92,188,268,67.38,172,15.25,15.81
2021-12-03 08:00:25,17.5,92,188,270,66.41,173,15.19,15.81
2021-12-03 08:10:26,17.6,92,187,268,67.38,175,15.13,15.75
2021-12-03 08:20:25,17.6,92,188,268,67.38,174,15.06,15.75
2021-12-03 08:30:26,17.6,92,187,268,67.38,175,15.06,15.75
2021-12-03 08:40:27,17.7,92,188,268,67.38,174,15.06,15.75
2021-12-03 08:50:26,17.6,92,188,268,67.38,173,15.06,15.75
2021-12-03 09:00:27,17.8,92,187,268,68.36,173,15.06,15.75
2021-12-03 09:10:26,17.6,92,187,268,67.38,176,15.06,15.75
2021-12-03 09:20:27,17.8,92,187,268,67.38,175,15,15.75
2021-12-03 09:30:26,17.6,92,188,266,67.38,173,15.06,15.75
2021-12-03 09:40:26,17.7,92,188,268,69.34,174,15.06,15.75
2021-12-03 09:50:26,17.7,92,187,268,68.36,173,15.06,15.75
2021-12-03 10:00:26,17.7,92,187,266,67.38,173,15.06,15.75
2021-12-03 10:10:25,17.8,92,187,268,67.38,173,15.06,15.75
2021-12-03 10:20:26,17.8,92,188,268,68.36,170,15.06,15.75
2021-12-03 10:30:25,17.7,92,188,268,68.36,170,15,15.75
2021-12-03 10:40:26,17.8,92,188,266,68.36,170,15.06,15.75
2021-12-03 10:50:25,17.8,92,188,270,68.36,171,15.06,15.75
2021-12-03 11:00:26,17.8,92,188,268,68.36,171,15.06,15.75
2021-12-03 11:10:25,17.7,92,188,268,69.34,170,15.06,15.75
2021-12-03 11:20:26,17.9,92,187,268,93.75,170,15.06,15.75
2021-12-03 11:30:25,17.9,92,188,268,93.75,170,15.06,15.75
2021-12-03 11:40:26,17.9,92,188,268,93.75,171,15.13,15.75
2021-12-03 11:50:25,18,93,188,268,93.75,170,15.13,15.75
2021-12-03 12:00:26,18,93,187,268,93.75,170,15.19,15.75
2021-12-03 12:10:27,18,93,187,268,93.75,169,15.19,15.81
2021-12-03 12:20:26,18.2,93,187,268,93.75,169,15.25,15.81
2021-12-03 12:30:27,18.2,93,188,266,93.75,169,15.25,15.81
2021-12-03 12:40:26,18.2,93,188,270,93.75,170,15.31,15.81
2021-12-03 12:50:27,18.2,93,188,268,93.75,169,15.31,15.81
2021-12-03 13:00:26,18.2,93,188,268,93.75,169,15.38,15.81
2021-12-03 13:10:27,18.2,93,188,268,93.75,170,15.38,15.81
2021-12-03 13:20:26,18.2,93,188,268,94.73,170,15.38,15.88
2021-12-03 13:30:26,18.2,93,188,268,93.75,170,15.38,15.88
2021-12-03 13:40:26,18.2,93,190,266,94.73,170,15.38,15.88
2021-12-03 13:50:26,18.2,93,188,268,94.73,170,15.44,15.88
2021-12-03 14:00:25,18.3,93,190,268,93.75,171,15.44,15.88
2021-12-03 14:10:26,18.3,93,190,266,93.75,167,15.44,15.88
2021-12-03 14:20:25,18.3,93,190,266,93.75,170,15.44,15.88
2021-12-03 14:30:26,18.2,93,190,268,94.73,171,15.5,15.88
2021-12-03 14:40:25,18.3,93,190,268,94.73,170,15.5,15.94
2021-12-03 14:50:26,18.2,93,190,268,93.75,170,15.5,15.94
2021-12-03 15:00:25,18.3,93,190,268,94.73,170,15.5,15.94
2021-12-03 15:10:26,18.3,93,190,268,93.75,171,15.5,15.94
2021-12-03 15:20:25,18.3,93,190,268,93.75,169,15.5,15.94
2021-12-03 15:30:26,18.3,93,190,266,93.75,170,15.5,15.94
